add-none,2,100,400,232484,581,0
add-none,2,1000,4000,97393,24,1
add-none,2,100000,400000,7850873,19,1119
add-none,4,100,800,253017,316,0
add-none,4,1000,8000,346483,43,36
add-none,4,10000,80000,976712,12,403
add-none,4,100000,800000,8799454,10,3612
add-none,8,100,1600,262041,163,0
add-none,8,1000,16000,108094,6,0
add-none,8,10000,160000,1087797,6,366
add-none,8,100000,1600000,7880714,4,2900
add-none,12,100,2400,266087,110,0
add-none,12,10000,240000,1121554,4,303
add-none,12,100000,2400000,8726457,3,2919
add-yield-none,2,10,40,305322,7633,1
add-yield-none,4,10,80,287842,3598,0
add-yield-none,8,10,160,269437,1683,0
add-yield-none,2,20,80,279680,3496,0
add-yield-none,4,20,160,276189,1726,0
add-yield-none,8,20,320,272006,850,0
add-yield-none,12,20,480,286821,597,0
add-yield-none,2,40,160,278099,1738,1
add-yield-none,4,40,320,276655,864,0
add-yield-none,8,40,640,285932,446,0
add-yield-none,12,40,960,340686,354,2
add-yield-none,2,80,320,302193,944,0
add-yield-none,4,80,640,294620,460,1
add-yield-none,8,80,1280,297049,232,0
add-yield-none,12,80,1920,321668,167,1
add-yield-none,2,100,400,315107,787,0
add-yield-none,4,100,800,311735,389,0
add-yield-none,8,100,1600,305609,191,1
add-yield-none,12,100,2400,331366,138,-1
add-yield-none,2,1000,4000,733829,183,0
add-yield-none,4,1000,8000,751535,93,0
add-yield-none,8,1000,16000,748574,46,1
add-yield-none,12,1000,24000,690610,28,37
add-yield-none,2,10000,40000,5064577,126,3
add-yield-none,4,10000,80000,5145541,64,4
add-yield-none,8,10000,160000,5025819,31,4
add-yield-none,12,10000,240000,3567951,14,11
add-yield-none,2,100000,400000,39786970,99,94
add-yield-none,4,100000,800000,36457839,45,65
add-yield-none,8,100000,1600000,38544104,24,132
add-yield-none,12,100000,2400000,33989614,14,2
add-none,1,100,200,198124,990,0
add-none,1,1000,2000,215192,107,0
add-none,1,10000,20000,368725,18,0
add-none,1,100000,200000,1866796,9,0
add-none,1,1000000,2000000,18788937,9,0
add-none,2,100,400,293875,734,0
add-none,2,1000,4000,383208,95,31
add-none,2,10000,40000,1132261,28,407
add-none,2,100000,400000,8988263,22,4122
add-none,4,100,800,217306,271,0
add-none,4,1000,8000,285099,35,18
add-none,4,100000,800000,8725950,10,1947
add-yield-none,1,100,200,253826,1269,0
add-yield-none,1,1000,2000,669486,334,0
add-yield-none,1,10000,20000,4917612,245,0
add-yield-none,1,100000,200000,48349741,241,0
add-yield-none,1,1000000,2000000,521606501,260,0
add-yield-none,2,100,400,265274,663,1
add-yield-none,2,1000,4000,576952,144,1
add-yield-none,2,10000,40000,3678850,91,8
add-yield-none,2,100000,400000,36908167,92,124
add-yield-none,2,1000000,4000000,343781370,85,799
add-yield-none,4,100,800,301145,376,0
add-yield-none,4,1000,8000,589266,73,3
add-yield-none,4,10000,80000,3559793,44,3
add-yield-none,4,100000,800000,34072002,42,25
add-yield-none,4,1000000,8000000,323508805,40,9439
add-yield-m,2,10000,40000,6303229,157,59
add-yield-m,4,10000,80000,5199897,64,-104
add-yield-m,8,10000,160000,4320658,27,-238
add-yield-m,12,10000,240000,4692017,19,34
add-yield-c,2,10000,40000,14091853,352,0
add-yield-c,4,10000,80000,14031379,175,0
add-yield-c,8,10000,160000,13893557,86,0
add-yield-c,12,10000,240000,13528530,56,0
add-yield-s,2,10000,40000,5535653,138,50
add-yield-s,4,10000,80000,5460911,68,16
add-yield-s,8,1000,16000,878822,54,4
add-yield-s,12,1000,24000,712512,29,46
add-m,1,10000,20000,1042673,52,0
add-m,2,10000,40000,2950183,73,199
add-m,4,10000,80000,3057171,38,526
add-m,8,10000,160000,2388090,14,91
add-m,12,10000,240000,3044857,12,314
add-c,1,10000,20000,698846,34,0
add-c,4,10000,80000,2258349,28,0
add-c,8,10000,160000,2763424,17,0
add-c,12,10000,240000,2396693,9,0
add-s,1,10000,20000,711812,35,0
add-s,2,10000,40000,1926812,48,197
add-s,4,10000,80000,1845835,23,34
add-s,8,10000,160000,1907552,11,96
add-s,12,10000,240000,1956959,8,-78
